profile,transaction_id,preferred_action,final_action,policy_override
Low Cost,txn_003339,retry,retry,False
Low Cost,txn_004344,retry,retry,False
Low Cost,txn_004464,payment_link,payment_link,False
Low Cost,txn_002376,retry,retry,False
Low Cost,txn_009044,retry,retry,False
Low Cost,txn_005571,retry,payment_link,True
Low Cost,txn_008599,payment_link,reminder,True
Low Cost,txn_008504,retry,retry,False
Low Cost,txn_008880,retry,payment_link,True
Low Cost,txn_001887,retry,payment_link,True
Low Cost,txn_001198,reminder,reminder,False
Low Cost,txn_006427,reminder,reminder,False
Low Cost,txn_008911,retry,retry,False
Low Cost,txn_002936,reminder,reminder,False
Low Cost,txn_006342,retry,payment_link,True
Low Cost,txn_001430,retry,payment_link,True
Low Cost,txn_006307,retry,retry,False
Low Cost,txn_003650,retry,payment_link,True
Low Cost,txn_001938,payment_link,payment_link,False
Low Cost,txn_005172,payment_link,payment_link,False
Low Cost,txn_007764,retry,reminder,True
Low Cost,txn_006393,reminder,reminder,False
Low Cost,txn_001154,retry,reminder,True
Low Cost,txn_006250,retry,retry,False
Low Cost,txn_007037,retry,retry,False
Low Cost,txn_004229,retry,retry,False
Low Cost,txn_004975,payment_link,payment_link,False
Low Cost,txn_006401,retry,retry,False
Low Cost,txn_003640,payment_link,payment_link,False
Low Cost,txn_003972,retry,payment_link,True
Low Cost,txn_009594,retry,payment_link,True
Low Cost,txn_003376,retry,reminder,True
Low Cost,txn_002487,retry,retry,False
Low Cost,txn_006954,retry,reminder,True
Low Cost,txn_000606,retry,payment_link,True
Low Cost,txn_007444,retry,retry,False
Low Cost,txn_005928,payment_link,payment_link,False
Low Cost,txn_002454,payment_link,payment_link,False
Low Cost,txn_003609,retry,retry,False
Low Cost,txn_001484,payment_link,payment_link,False
Low Cost,txn_004519,payment_link,payment_link,False
Low Cost,txn_003038,payment_link,payment_link,False
Low Cost,txn_009352,reminder,reminder,False
Low Cost,txn_007692,retry,retry,False
Low Cost,txn_004116,retry,payment_link,True
Low Cost,txn_001427,retry,retry,False
Low Cost,txn_000497,retry,payment_link,True
Low Cost,txn_003353,reminder,reminder,False
Low Cost,txn_008794,reminder,reminder,False
Low Cost,txn_000759,retry,retry,False
Low Cost,txn_000838,retry,retry,False
Low Cost,txn_004327,retry,retry,False
Low Cost,txn_002128,payment_link,payment_link,False
Low Cost,txn_001023,retry,reminder,True
Low Cost,txn_008762,retry,payment_link,True
Low Cost,txn_005614,retry,retry,False
Low Cost,txn_005581,retry,retry,False
Low Cost,txn_001058,retry,retry,False
Low Cost,txn_009542,payment_link,reminder,True
Low Cost,txn_006856,reminder,reminder,False
Low Cost,txn_007349,payment_link,payment_link,False
Low Cost,txn_009045,payment_link,payment_link,False
Low Cost,txn_002129,payment_link,payment_link,False
Low Cost,txn_002767,retry,payment_link,True
Low Cost,txn_002109,reminder,reminder,False
Low Cost,txn_003617,reminder,reminder,False
Low Cost,txn_001545,payment_link,payment_link,False
Low Cost,txn_006914,payment_link,reminder,True
Low Cost,txn_001719,retry,payment_link,True
Low Cost,txn_007435,retry,retry,False
Low Cost,txn_007365,retry,payment_link,True
Low Cost,txn_006235,retry,retry,False
Low Cost,txn_000725,payment_link,reminder,True
Low Cost,txn_006673,retry,payment_link,True
Low Cost,txn_008029,payment_link,payment_link,False
Low Cost,txn_005492,payment_link,payment_link,False
Low Cost,txn_001128,retry,payment_link,True
Low Cost,txn_002957,payment_link,payment_link,False
Low Cost,txn_005156,retry,retry,False
Low Cost,txn_004817,retry,retry,False
Low Cost,txn_006202,payment_link,payment_link,False
Low Cost,txn_006224,reminder,reminder,False
Low Cost,txn_008686,retry,payment_link,True
Low Cost,txn_007114,payment_link,reminder,True
Low Cost,txn_005275,retry,payment_link,True
Low Cost,txn_008536,reminder,reminder,False
Low Cost,txn_003044,reminder,reminder,False
Low Cost,txn_006912,payment_link,payment_link,False
Low Cost,txn_000150,payment_link,payment_link,False
Low Cost,txn_007574,retry,retry,False
Low Cost,txn_004206,payment_link,payment_link,False
Low Cost,txn_005493,retry,retry,False
Low Cost,txn_002690,reminder,reminder,False
Low Cost,txn_004221,payment_link,payment_link,False
Low Cost,txn_009102,retry,payment_link,True
Low Cost,txn_000842,retry,payment_link,True
Low Cost,txn_008137,retry,payment_link,True
Low Cost,txn_006438,retry,payment_link,True
Low Cost,txn_009700,reminder,reminder,False
Low Cost,txn_006200,retry,retry,False
Low Cost,txn_002795,retry,retry,False
Low Cost,txn_007626,retry,payment_link,True
Low Cost,txn_008475,retry,payment_link,True
Low Cost,txn_007890,payment_link,reminder,True
Low Cost,txn_006608,payment_link,payment_link,False
Low Cost,txn_009195,retry,payment_link,True
Low Cost,txn_008248,reminder,reminder,False
Low Cost,txn_001393,payment_link,reminder,True
Low Cost,txn_001922,payment_link,payment_link,False
Low Cost,txn_007019,reminder,reminder,False
Low Cost,txn_003622,retry,retry,False
Low Cost,txn_004849,retry,payment_link,True
Low Cost,txn_002292,reminder,reminder,False
Low Cost,txn_002134,retry,payment_link,True
Low Cost,txn_000551,payment_link,retry,True
Low Cost,txn_001741,payment_link,reminder,True
Low Cost,txn_005290,retry,payment_link,True
Low Cost,txn_001818,retry,retry,False
Low Cost,txn_004699,reminder,reminder,False
Low Cost,txn_005182,retry,payment_link,True
Low Cost,txn_003019,reminder,reminder,False
Low Cost,txn_000018,retry,reminder,True
Low Cost,txn_001771,retry,reminder,True
Low Cost,txn_001889,retry,retry,False
Low Cost,txn_002153,retry,payment_link,True
Low Cost,txn_001643,retry,retry,False
Low Cost,txn_007847,payment_link,reminder,True
Low Cost,txn_004194,payment_link,payment_link,False
Low Cost,txn_009433,reminder,reminder,False
Low Cost,txn_008899,reminder,reminder,False
Low Cost,txn_000534,reminder,reminder,False
Low Cost,txn_000133,retry,payment_link,True
Low Cost,txn_007723,retry,retry,False
Low Cost,txn_008459,retry,retry,False
Low Cost,txn_000965,retry,reminder,True
Low Cost,txn_008720,retry,payment_link,True
Low Cost,txn_006413,payment_link,reminder,True
Low Cost,txn_008286,retry,payment_link,True
Low Cost,txn_007854,payment_link,payment_link,False
Low Cost,txn_001096,payment_link,payment_link,False
Low Cost,txn_006930,retry,retry,False
Current,txn_006253,reminder,reminder,False
Current,txn_004685,retry,retry,False
Current,txn_001732,reminder,reminder,False
Current,txn_004743,retry,payment_link,True
Current,txn_004522,retry,retry,False
Current,txn_006341,retry,retry,False
Current,txn_000577,retry,retry,False
Current,txn_005203,retry,payment_link,True
Current,txn_006364,retry,retry,False
Current,txn_000440,retry,retry,False
Current,txn_002751,payment_link,payment_link,False
Current,txn_007488,retry,payment_link,True
Current,txn_005273,retry,payment_link,True
Current,txn_005654,retry,payment_link,True
Current,txn_004000,retry,payment_link,True
Current,txn_006034,payment_link,payment_link,False
Current,txn_000583,retry,retry,False
Current,txn_009931,retry,retry,False
Current,txn_007052,retry,payment_link,True
Current,txn_008159,retry,payment_link,True
Current,txn_009897,retry,retry,False
Current,txn_002250,payment_link,payment_link,False
Current,txn_004641,retry,payment_link,True
Current,txn_009486,payment_link,payment_link,False
Current,txn_004948,reminder,reminder,False
Current,txn_009921,payment_link,payment_link,False
Current,txn_001964,retry,retry,False
Current,txn_008244,reminder,reminder,False
Current,txn_006591,reminder,reminder,False
Current,txn_008848,retry,retry,False
Current,txn_000322,retry,reminder,True
Current,txn_002679,payment_link,payment_link,False
Current,txn_004626,retry,retry,False
Current,txn_004950,reminder,reminder,False
Current,txn_008329,reminder,reminder,False
Current,txn_003338,retry,retry,False
Current,txn_005590,retry,retry,False
Current,txn_000252,retry,reminder,True
Current,txn_003974,payment_link,payment_link,False
Current,txn_006631,retry,retry,False
Current,txn_005548,payment_link,payment_link,False
Current,txn_000036,retry,payment_link,True
Current,txn_008363,reminder,reminder,False
Current,txn_001514,retry,reminder,True
Current,txn_009318,payment_link,retry,True
Current,txn_000040,retry,payment_link,True
Current,txn_004820,retry,payment_link,True
Current,txn_003466,retry,retry,False
Current,txn_001761,payment_link,payment_link,False
Current,txn_002305,retry,retry,False
Current,txn_003724,payment_link,payment_link,False
Current,txn_008285,payment_link,payment_link,False
Current,txn_004994,retry,retry,False
Current,txn_008128,retry,retry,False
Current,txn_003033,payment_link,payment_link,False
Current,txn_007939,payment_link,payment_link,False
Current,txn_003040,reminder,reminder,False
Current,txn_009656,retry,retry,False
Current,txn_002546,retry,payment_link,True
Current,txn_002593,payment_link,payment_link,False
Current,txn_001189,retry,retry,False
Current,txn_007967,retry,payment_link,True
Current,txn_006078,retry,retry,False
Current,txn_000108,reminder,reminder,False
Current,txn_001316,retry,retry,False
Current,txn_008188,retry,reminder,True
Current,txn_002754,retry,retry,False
Current,txn_009754,retry,payment_link,True
Current,txn_006232,retry,payment_link,True
Current,txn_002877,retry,payment_link,True
Current,txn_005324,reminder,reminder,False
Current,txn_000800,payment_link,payment_link,False
Current,txn_003571,retry,retry,False
Current,txn_002895,reminder,reminder,False
Current,txn_002928,retry,payment_link,True
Current,txn_008179,reminder,reminder,False
Current,txn_000972,retry,retry,False
Current,txn_006688,retry,reminder,True
Current,txn_008576,reminder,reminder,False
Current,txn_002021,reminder,reminder,False
Current,txn_009055,reminder,reminder,False
Current,txn_000953,payment_link,payment_link,False
Current,txn_005360,retry,payment_link,True
Current,txn_003858,retry,retry,False
Current,txn_005862,retry,payment_link,True
Current,txn_003146,payment_link,payment_link,False
Current,txn_003306,retry,payment_link,True
Current,txn_003007,retry,retry,False
Current,txn_009002,retry,retry,False
Current,txn_007771,payment_link,payment_link,False
Current,txn_007439,retry,reminder,True
Current,txn_007943,retry,payment_link,True
Current,txn_009239,payment_link,payment_link,False
Current,txn_001057,retry,retry,False
Current,txn_003155,payment_link,payment_link,False
Current,txn_003788,retry,reminder,True
Current,txn_009190,reminder,reminder,False
Current,txn_007826,retry,retry,False
Current,txn_007540,payment_link,payment_link,False
Current,txn_007232,payment_link,reminder,True
Current,txn_000765,retry,retry,False
Current,txn_005020,reminder,reminder,False
Current,txn_004904,reminder,reminder,False
Current,txn_008094,retry,payment_link,True
Current,txn_006844,reminder,reminder,False
Current,txn_002166,payment_link,reminder,True
Current,txn_001863,reminder,reminder,False
Current,txn_007851,payment_link,payment_link,False
Current,txn_009124,reminder,reminder,False
Current,txn_002341,retry,payment_link,True
Current,txn_005528,payment_link,payment_link,False
Current,txn_006744,retry,retry,False
Current,txn_004004,retry,retry,False
Current,txn_001124,payment_link,payment_link,False
Current,txn_008710,retry,reminder,True
Current,txn_004050,retry,payment_link,True
Current,txn_007641,retry,payment_link,True
Current,txn_000766,payment_link,payment_link,False
Current,txn_002345,reminder,reminder,False
Current,txn_004072,retry,payment_link,True
Current,txn_007217,retry,payment_link,True
Current,txn_004217,reminder,reminder,False
Current,txn_007953,retry,retry,False
Current,txn_005971,retry,retry,False
Current,txn_003351,retry,retry,False
Current,txn_004696,retry,payment_link,True
Current,txn_003400,retry,retry,False
Current,txn_004082,reminder,reminder,False
Current,txn_009150,reminder,reminder,False
Current,txn_001225,reminder,reminder,False
Current,txn_006293,retry,retry,False
Current,txn_003123,retry,retry,False
Current,txn_000511,retry,reminder,True
Current,txn_005795,retry,retry,False
Current,txn_008182,retry,retry,False
Current,txn_009418,reminder,reminder,False
Current,txn_000097,retry,payment_link,True
Current,txn_006682,reminder,reminder,False
Current,txn_001513,retry,retry,False
Current,txn_008792,retry,reminder,True
Current,txn_000120,reminder,reminder,False
Current,txn_007792,reminder,reminder,False
Current,txn_006518,retry,retry,False
Current,txn_000034,reminder,reminder,False
Current,txn_007888,retry,retry,False
Current,txn_006831,retry,payment_link,True
Current,txn_005422,retry,payment_link,True
Current,txn_001069,retry,payment_link,True
Current,txn_001348,reminder,reminder,False
Current,txn_004748,retry,retry,False
Current,txn_006006,retry,payment_link,True
Current,txn_006040,retry,payment_link,True
Current,txn_003818,payment_link,payment_link,False
Current,txn_008447,payment_link,payment_link,False
Current,txn_005270,reminder,reminder,False
Current,txn_006898,retry,payment_link,True
Current,txn_005310,retry,reminder,True
Current,txn_000032,payment_link,payment_link,False
Current,txn_005675,retry,retry,False
Current,txn_004387,retry,payment_link,True
Current,txn_000030,retry,retry,False
Current,txn_004203,retry,payment_link,True
Current,txn_007508,reminder,reminder,False
Current,txn_000736,reminder,reminder,False
Current,txn_002068,reminder,reminder,False
Current,txn_000107,reminder,reminder,False
Current,txn_009645,payment_link,payment_link,False
Current,txn_008895,payment_link,payment_link,False
Current,txn_008021,retry,retry,False
Current,txn_002233,payment_link,payment_link,False
Current,txn_000994,reminder,reminder,False
Current,txn_009413,retry,payment_link,True
Current,txn_007059,retry,retry,False
Current,txn_006790,reminder,reminder,False
Current,txn_000361,payment_link,payment_link,False
Current,txn_000305,payment_link,payment_link,False
Current,txn_002628,retry,retry,False
Current,txn_008966,retry,payment_link,True
Current,txn_004514,retry,payment_link,True
Current,txn_005911,reminder,reminder,False
Current,txn_008314,reminder,reminder,False
Current,txn_003101,payment_link,payment_link,False
Current,txn_005704,reminder,reminder,False
Current,txn_003899,retry,payment_link,True
Current,txn_005441,retry,retry,False
Current,txn_007931,reminder,reminder,False
Current,txn_000622,reminder,reminder,False
Current,txn_007236,reminder,reminder,False
Current,txn_002499,payment_link,payment_link,False
Current,txn_000714,reminder,reminder,False
Current,txn_008404,retry,payment_link,True
Current,txn_002856,reminder,reminder,False
Current,txn_004270,reminder,reminder,False
Current,txn_002909,reminder,reminder,False
Current,txn_008081,retry,payment_link,True
Current,txn_004517,reminder,reminder,False
Current,txn_001262,retry,retry,False
Current,txn_003161,retry,retry,False
Current,txn_000971,retry,retry,False
Current,txn_003913,payment_link,payment_link,False
Current,txn_005199,retry,payment_link,True
Current,txn_008847,retry,retry,False
Current,txn_000260,payment_link,payment_link,False
Current,txn_003791,retry,payment_link,True
Current,txn_009203,payment_link,payment_link,False
Current,txn_000488,reminder,reminder,False
Current,txn_007908,payment_link,payment_link,False
Current,txn_000519,retry,retry,False
Current,txn_008343,retry,retry,False
Current,txn_000312,retry,retry,False
Current,txn_003232,retry,retry,False
Current,txn_007933,retry,retry,False
Current,txn_007458,reminder,reminder,False
Current,txn_009784,retry,payment_link,True
Current,txn_005184,retry,payment_link,True
Current,txn_008077,retry,retry,False
Current,txn_006502,retry,retry,False
Current,txn_006791,retry,payment_link,True
Current,txn_007773,retry,payment_link,True
Current,txn_002738,reminder,retry,True
Current,txn_007842,retry,payment_link,True
Current,txn_006262,reminder,reminder,False
Current,txn_008206,retry,retry,False
Current,txn_001248,retry,retry,False
Current,txn_009336,reminder,reminder,False
Current,txn_004195,retry,payment_link,True
Current,txn_008001,retry,payment_link,True
Current,txn_007378,reminder,reminder,False
Current,txn_003435,payment_link,payment_link,False
Current,txn_005382,retry,retry,False
Current,txn_000959,retry,payment_link,True
Current,txn_000417,retry,payment_link,True
Current,txn_005742,retry,retry,False
Current,txn_006728,retry,retry,False
Current,txn_004382,reminder,reminder,False
Current,txn_005197,payment_link,payment_link,False
Current,txn_001113,retry,retry,False
Current,txn_002689,retry,retry,False
Current,txn_006473,retry,reminder,True
Current,txn_008820,reminder,reminder,False
Current,txn_007808,reminder,reminder,False
Current,txn_003411,reminder,reminder,False
Current,txn_000081,retry,retry,False
Current,txn_004614,retry,payment_link,True
Current,txn_001374,retry,payment_link,True
Current,txn_001510,retry,reminder,True
Current,txn_006443,retry,retry,False
Current,txn_003071,retry,retry,False
Current,txn_003016,payment_link,payment_link,False
Current,txn_004823,retry,retry,False
Current,txn_007822,retry,payment_link,True
Current,txn_000093,retry,payment_link,True
Current,txn_009421,payment_link,reminder,True
Current,txn_006600,reminder,reminder,False
Current,txn_004443,retry,reminder,True
Current,txn_007602,retry,retry,False
Current,txn_003835,reminder,reminder,False
Current,txn_009702,reminder,reminder,False
Current,txn_004322,retry,payment_link,True
Current,txn_003394,reminder,reminder,False
Current,txn_004752,payment_link,payment_link,False
Current,txn_007229,reminder,reminder,False
Current,txn_009191,reminder,reminder,False
Current,txn_002361,payment_link,reminder,True
Current,txn_001148,retry,payment_link,True
Current,txn_005666,payment_link,payment_link,False
Current,txn_008075,payment_link,reminder,True
Current,txn_004943,retry,retry,False
Current,txn_003663,retry,retry,False
Current,txn_001563,retry,retry,False
Current,txn_004113,retry,payment_link,True
Current,txn_009050,retry,reminder,True
Current,txn_009276,payment_link,payment_link,False
Current,txn_008538,retry,retry,False
Current,txn_000795,retry,retry,False
Current,txn_005854,retry,payment_link,True
Current,txn_007619,retry,payment_link,True
Current,txn_001594,retry,retry,False
Current,txn_007418,retry,retry,False
Current,txn_005267,reminder,reminder,False
Current,txn_007147,payment_link,reminder,True
Current,txn_000089,retry,payment_link,True
Current,txn_008695,reminder,reminder,False
Current,txn_009732,retry,payment_link,True
Current,txn_009446,retry,retry,False
Current,txn_006754,retry,payment_link,True
Current,txn_003502,reminder,reminder,False
Current,txn_002234,retry,payment_link,True
Current,txn_002803,payment_link,reminder,True
Current,txn_004424,retry,reminder,True
Current,txn_005663,payment_link,payment_link,False
Current,txn_007170,retry,payment_link,True
Current,txn_008337,retry,retry,False
Current,txn_002148,reminder,reminder,False
Current,txn_007969,payment_link,payment_link,False
Current,txn_006551,retry,retry,False
Current,txn_007643,retry,payment_link,True
Current,txn_006164,retry,payment_link,True
Current,txn_001495,payment_link,payment_link,False
Current,txn_007696,retry,payment_link,True
Current,txn_007094,payment_link,payment_link,False
Current,txn_001409,retry,retry,False
Current,txn_006691,retry,payment_link,True
Current,txn_003401,retry,retry,False
Current,txn_000109,retry,retry,False
Current,txn_005636,payment_link,reminder,True
Current,txn_008482,retry,retry,False
Current,txn_006604,payment_link,payment_link,False
Current,txn_001091,retry,payment_link,True
Current,txn_005560,retry,retry,False
Current,txn_009412,retry,retry,False
Current,txn_008143,retry,retry,False
Current,txn_008664,retry,payment_link,True
Current,txn_006596,retry,retry,False
Current,txn_000624,payment_link,payment_link,False
Current,txn_006871,payment_link,payment_link,False
Current,txn_004814,retry,retry,False
Current,txn_006553,retry,reminder,True
Current,txn_007530,retry,payment_link,True
Current,txn_005796,payment_link,payment_link,False
Current,txn_007437,retry,payment_link,True
Current,txn_004218,retry,payment_link,True
Current,txn_005941,retry,retry,False
Current,txn_008501,payment_link,payment_link,False
Current,txn_006429,retry,payment_link,True
Current,txn_006827,payment_link,payment_link,False
Current,txn_004131,payment_link,reminder,True
Current,txn_007802,retry,retry,False
Current,txn_007754,retry,payment_link,True
Current,txn_004722,retry,payment_link,True
Current,txn_001651,retry,retry,False
Current,txn_004141,reminder,reminder,False
Current,txn_001618,reminder,reminder,False
Current,txn_002030,retry,retry,False
Current,txn_008518,reminder,reminder,False
Current,txn_004576,payment_link,payment_link,False
Current,txn_003993,retry,retry,False
Current,txn_007377,retry,retry,False
Current,txn_006150,retry,payment_link,True
Current,txn_004909,retry,retry,False
Current,txn_005027,retry,payment_link,True
Current,txn_008261,payment_link,payment_link,False
Current,txn_004732,payment_link,payment_link,False
Current,txn_007549,payment_link,retry,True
Current,txn_008135,retry,payment_link,True
Current,txn_001607,retry,retry,False
Current,txn_004774,payment_link,payment_link,False
Current,txn_008110,retry,retry,False
Current,txn_006952,reminder,reminder,False
Current,txn_006005,retry,payment_link,True
Current,txn_007729,retry,retry,False
Current,txn_003542,retry,retry,False
Current,txn_000389,retry,payment_link,True
Current,txn_001795,retry,retry,False
Current,txn_008732,retry,payment_link,True
Current,txn_004920,reminder,reminder,False
Current,txn_005538,payment_link,payment_link,False
Current,txn_003873,retry,payment_link,True
Current,txn_008869,retry,payment_link,True
Current,txn_002255,retry,retry,False
Current,txn_003413,reminder,reminder,False
Current,txn_005460,retry,retry,False
Current,txn_004956,retry,retry,False
Current,txn_007397,reminder,reminder,False
Current,txn_005415,retry,retry,False
Current,txn_007400,payment_link,payment_link,False
Current,txn_007415,payment_link,payment_link,False
Current,txn_009101,payment_link,payment_link,False
Current,txn_004852,payment_link,payment_link,False
Current,txn_002026,reminder,reminder,False
Current,txn_002616,reminder,reminder,False
Current,txn_007389,reminder,reminder,False
Current,txn_002927,retry,reminder,True
Current,txn_001122,retry,retry,False
Current,txn_002911,retry,retry,False
Current,txn_008147,payment_link,payment_link,False
Current,txn_007384,retry,payment_link,True
Current,txn_003483,payment_link,payment_link,False
Current,txn_000796,payment_link,payment_link,False
Current,txn_001576,reminder,reminder,False
Current,txn_006177,payment_link,payment_link,False
Current,txn_006267,reminder,reminder,False
Current,txn_002459,payment_link,payment_link,False
Current,txn_003313,payment_link,payment_link,False
Current,txn_001254,payment_link,payment_link,False
Current,txn_006835,retry,payment_link,True
Current,txn_008795,retry,payment_link,True
Current,txn_003838,retry,payment_link,True
Current,txn_004399,retry,retry,False
Current,txn_003596,payment_link,payment_link,False
Current,txn_006622,retry,payment_link,True
Current,txn_008383,payment_link,payment_link,False
Current,txn_002125,retry,retry,False
Current,txn_003239,payment_link,payment_link,False
Current,txn_005404,payment_link,payment_link,False
Current,txn_005999,retry,payment_link,True
Current,txn_005939,payment_link,payment_link,False
Current,txn_002046,retry,retry,False
Current,txn_001579,reminder,reminder,False
Current,txn_000015,reminder,reminder,False
Current,txn_002674,payment_link,payment_link,False
Current,txn_007017,retry,retry,False
Current,txn_008721,reminder,reminder,False
Current,txn_008850,reminder,reminder,False
Current,txn_004813,retry,retry,False
Current,txn_001085,retry,payment_link,True
Current,txn_004984,retry,retry,False
Current,txn_007156,retry,payment_link,True
Current,txn_002885,retry,retry,False
Current,txn_000334,reminder,reminder,False
Current,txn_007205,retry,retry,False
Current,txn_004368,payment_link,payment_link,False
Current,txn_003080,payment_link,payment_link,False
Current,txn_007204,retry,reminder,True
Current,txn_009910,reminder,reminder,False
Current,txn_008865,retry,payment_link,True
Current,txn_000264,reminder,reminder,False
Current,txn_004338,retry,payment_link,True
Current,txn_008896,retry,retry,False
Current,txn_008448,reminder,reminder,False
Current,txn_005904,payment_link,retry,True
Current,txn_001499,retry,retry,False
Current,txn_004191,retry,retry,False
Current,txn_007486,retry,retry,False
Current,txn_009644,reminder,reminder,False
Current,txn_008311,retry,payment_link,True
Current,txn_007591,retry,payment_link,True
Current,txn_000501,retry,payment_link,True
Current,txn_009156,retry,payment_link,True
Current,txn_009415,retry,retry,False
Current,txn_003096,payment_link,payment_link,False
Current,txn_004632,payment_link,payment_link,False
Current,txn_000368,reminder,reminder,False
Current,txn_004059,payment_link,payment_link,False
Current,txn_008175,retry,payment_link,True
Current,txn_004631,retry,reminder,True
Current,txn_006071,retry,payment_link,True
Current,txn_002665,retry,payment_link,True
Current,txn_001027,payment_link,payment_link,False
Current,txn_005909,retry,retry,False
Current,txn_005051,payment_link,payment_link,False
Current,txn_006329,payment_link,payment_link,False
Current,txn_009734,reminder,reminder,False
Current,txn_001692,reminder,reminder,False
Current,txn_000674,retry,retry,False
Current,txn_005573,retry,retry,False
Current,txn_005767,payment_link,payment_link,False
Current,txn_005157,retry,reminder,True
Current,txn_000734,retry,payment_link,True
Current,txn_003527,retry,retry,False
Current,txn_000569,reminder,reminder,False
Current,txn_009188,retry,payment_link,True
Current,txn_002923,retry,payment_link,True
Current,txn_007912,retry,retry,False
Current,txn_001559,payment_link,reminder,True
Current,txn_000102,retry,payment_link,True
Current,txn_003008,reminder,reminder,False
Current,txn_007202,retry,payment_link,True
Current,txn_000304,payment_link,payment_link,False
Current,txn_000077,payment_link,payment_link,False
Current,txn_006755,retry,payment_link,True
Current,txn_008630,retry,retry,False
Current,txn_001209,reminder,reminder,False
Current,txn_007743,payment_link,payment_link,False
Current,txn_008215,retry,retry,False
Current,txn_008945,payment_link,reminder,True
Current,txn_008414,retry,payment_link,True
Current,txn_001776,retry,reminder,True
Current,txn_003474,reminder,reminder,False
Current,txn_000484,retry,retry,False
Current,txn_002190,reminder,reminder,False
Current,txn_000347,payment_link,payment_link,False
Current,txn_005482,payment_link,payment_link,False
Current,txn_008362,retry,retry,False
Current,txn_001473,reminder,reminder,False
Current,txn_005101,payment_link,payment_link,False
Current,txn_006766,payment_link,payment_link,False
Current,txn_008707,retry,payment_link,True
Current,txn_004930,retry,retry,False
Current,txn_006330,retry,payment_link,True
Current,txn_002610,retry,payment_link,True
Current,txn_000004,payment_link,payment_link,False
Current,txn_002214,retry,retry,False
Current,txn_004828,retry,payment_link,True
Current,txn_000857,payment_link,payment_link,False
Current,txn_006978,retry,retry,False
Current,txn_005886,reminder,reminder,False
Current,txn_000625,retry,retry,False
Current,txn_000291,retry,retry,False
Current,txn_002019,reminder,reminder,False
Current,txn_000669,retry,payment_link,True
Current,txn_008922,retry,payment_link,True
Current,txn_008265,payment_link,payment_link,False
Current,txn_009697,payment_link,payment_link,False
Current,txn_001632,payment_link,payment_link,False
Current,txn_005171,reminder,reminder,False
Current,txn_007206,payment_link,payment_link,False
Current,txn_002523,reminder,reminder,False
Current,txn_002216,payment_link,payment_link,False
Current,txn_006969,retry,payment_link,True
Current,txn_006497,retry,payment_link,True
Current,txn_006214,payment_link,reminder,True
Current,txn_007033,reminder,reminder,False
Current,txn_007421,payment_link,reminder,True
Current,txn_001108,retry,retry,False
Current,txn_000451,reminder,reminder,False
Current,txn_006290,retry,payment_link,True
Current,txn_009967,retry,retry,False
Current,txn_000136,retry,payment_link,True
Current,txn_001786,payment_link,reminder,True
Current,txn_003405,retry,payment_link,True
Current,txn_002907,payment_link,payment_link,False
Current,txn_008305,retry,retry,False
Current,txn_007493,retry,payment_link,True
Current,txn_006101,retry,retry,False
Current,txn_004505,reminder,reminder,False
Current,txn_005054,payment_link,reminder,True
Current,txn_005206,retry,retry,False
Current,txn_004081,retry,reminder,True
Current,txn_006919,payment_link,payment_link,False
Current,txn_006803,payment_link,payment_link,False
Current,txn_005207,payment_link,payment_link,False
Current,txn_000533,payment_link,payment_link,False
Current,txn_004831,retry,payment_link,True
Current,txn_004039,reminder,reminder,False
Current,txn_004085,retry,retry,False
Current,txn_003205,payment_link,payment_link,False
Current,txn_007111,retry,payment_link,True
Current,txn_000331,payment_link,payment_link,False
Current,txn_004958,retry,retry,False
Current,txn_003034,retry,reminder,True
Current,txn_007685,reminder,reminder,False
Current,txn_001598,retry,retry,False
Current,txn_009920,reminder,reminder,False
Current,txn_003598,reminder,reminder,False
Current,txn_009039,retry,payment_link,True
Current,txn_008002,retry,payment_link,True
Current,txn_000591,reminder,reminder,False
Current,txn_000648,payment_link,payment_link,False
Current,txn_009103,retry,payment_link,True
Current,txn_008016,reminder,reminder,False
Current,txn_003772,payment_link,payment_link,False
Current,txn_009040,retry,retry,False
Current,txn_005083,retry,payment_link,True
Current,txn_007883,payment_link,payment_link,False
Current,txn_009363,payment_link,payment_link,False
Current,txn_004211,reminder,reminder,False
Current,txn_008835,payment_link,payment_link,False
Current,txn_008700,payment_link,reminder,True
Current,txn_001796,retry,retry,False
Current,txn_002587,reminder,reminder,False
Current,txn_008356,payment_link,payment_link,False
Current,txn_002317,payment_link,payment_link,False
Current,txn_004186,payment_link,reminder,True
Current,txn_008828,reminder,reminder,False
Current,txn_007073,retry,payment_link,True
Current,txn_005235,retry,retry,False
Current,txn_008744,retry,payment_link,True
Current,txn_008671,retry,reminder,True
Current,txn_004769,payment_link,reminder,True
Current,txn_009973,reminder,reminder,False
Current,txn_007145,retry,retry,False
Current,txn_002914,payment_link,payment_link,False
Current,txn_009872,retry,retry,False
Current,txn_009894,retry,reminder,True
Current,txn_002076,retry,retry,False
Current,txn_004303,payment_link,reminder,True
Current,txn_005823,payment_link,payment_link,False
Current,txn_002150,reminder,reminder,False
Current,txn_000145,retry,retry,False
Current,txn_004964,retry,payment_link,True
Current,txn_008160,reminder,reminder,False
Current,txn_009031,payment_link,reminder,True
Current,txn_004776,payment_link,payment_link,False
Current,txn_008934,reminder,reminder,False
Current,txn_007750,reminder,reminder,False
Current,txn_009829,reminder,reminder,False
